,NameOfSubstance,hsdb_log_kow,Crippen_MolLogP,Crippen_MolMR,Chi0n,Chi0v,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,ExactMolWt,FractionCSP3,allKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,N_AliphCarbC,N_AliphHetC,N_AliphRing,N_AmideBonds,N_AromCarbC,N_AromHetC,N_AromRing,N_AtomStereoCenters,N_BridgeheadAtoms,N_HBA,N_HBD,N_Heteroatoms,N_Heterocycles,N_LipinskiHBA,N_LipinskiHBD,N_Rings,N_RotatableBonds,N_CarbC,N_SatHetC,N_SatRing,N_SpiroAt,N_UnsAtSterCent
298,Hydroxypropyl acrylate,0.17,0.09799999999999986,32.85879999999999,5.169487570363501,5.169487570363501,2.7100746161341895,2.7100746161341895,1.448781639833371,1.448781639833371,0.7134390880206701,0.7134390880206701,0.2962363029499181,0.2962363029499181,130.06299418,0.5,-0.8300000000000001,8.17,5.309470013947001,5.034193606854939,53.943659649374986,0,0,0,0,0,0,0,0,0,3,1,3,0,3,1,0,4,0,0,0,0,0
299,INDOLE,2.14,2.1679000000000004,38.29870000000002,4.964101615137754,4.964101615137754,2.9880338717125854,2.9880338717125854,2.064921349280117,2.064921349280117,1.4625176415169716,1.4625176415169716,0.9950141132135777,0.9950141132135777,117.057849224,0.0,-1.2400000000000002,4.621116323679656,1.6217242815493544,0.6166634028189337,53.32222807224647,0,0,0,0,1,1,2,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0
300,ISOPROPYL PHENYLCARBAMATE,2.6,2.6435000000000013,51.68170000000003,7.780598196065483,7.780598196065483,4.20933469176159,4.20933469176159,2.9450888025281197,2.9450888025281197,1.3629290561888758,1.3629290561888758,0.8828762736959004,0.8828762736959004,179.094628656,0.3,-1.5099999999999998,9.577032201914708,4.499571342364573,3.601256853087801,77.71610109024209,0,0,0,1,1,0,1,0,0,2,1,3,0,3,1,1,2,0,0,0,0,0
301,Propoxur,1.52,2.192,57.28970000000004,9.11149621733972,9.11149621733972,4.78424964889212,4.78424964889212,3.25286052437499,3.25286052437499,1.6186094180451804,1.6186094180451804,1.0366802968724,1.0366802968724,209.10519334,0.36363636363636365,-1.7099999999999997,11.365244544770505,5.240223135362097,3.4971815387145706,89.19458843414556,0,0,0,1,1,0,1,0,0,3,1,4,0,4,1,1,3,0,0,0,0,0
302,ISOAMYL ALCOHOL,1.16,1.0248,26.54079999999999,4.4387774270626785,4.4387774270626785,2.3791765948599526,2.3791765948599526,1.9061287824621436,1.9061287824621436,0.7064497140632062,0.7064497140632062,0.2581988897471611,0.2581988897471611,88.088815004,1.0,-0.04,5.959999999999999,3.1616129032258065,3.9600000000000004,38.99325323761199,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,2,0,0,0,0,0
303,ISOBUTANE,2.76,1.6622999999999999,20.511999999999997,3.5773502691896257,3.5773502691896257,1.7320508075688776,1.7320508075688776,1.7320508075688776,1.7320508075688776,0.0,0.0,0.0,0.0,58.078250319999995,1.0,0.0,4.0,1.3333333333333333,0.0,27.834077371019372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,ISOBUTYL ACETATE,1.78,1.2055,31.470999999999982,5.6009536313038994,5.6009536313038994,2.7598722539017904,2.7598722539017904,2.196432707878621,2.196432707878621,0.6199297990629522,0.6199297990629522,0.2840206908719886,0.2840206908719886,116.083729624,0.8333333333333334,-0.53,7.470000000000001,3.4692670369115906,5.469999999999999,49.83902892936324,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0
305,ISOBUTYL ACRYLATE,2.22,1.3716000000000002,35.99399999999999,5.885410681680073,5.885410681680073,2.9567956789604666,2.9567956789604666,2.2280108230422058,2.2280108230422058,0.7255922317655458,0.7255922317655458,0.3077254450700031,0.3077254450700031,128.083729624,0.5714285714285714,-0.79,8.210000000000003,4.125077866183215,5.074900256974754,55.514368011575584,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,3,0,0,0,0,0
306,ISOBUTYLAMINE,0.73,0.6011000000000001,23.8924,3.861807319565799,3.861807319565799,1.9711971193069777,1.9711971193069777,1.6295491105128677,1.6295491105128677,0.47140452079103173,0.47140452079103173,0.0,0.0,73.08914935199999,1.0,-0.04,4.960000000000001,2.212525252525253,3.9600000000000004,33.17396806803208,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,0,0,0,0,0
307,ISOBUTYLENE,2.34,1.5824,20.487999999999996,3.2071067811865475,3.2071067811865475,1.3535533905932737,1.3535533905932737,1.2071067811865475,1.2071067811865475,0.0,0.0,0.0,0.0,56.062600255999996,0.5,-0.26,3.7400000000000007,1.1049635036496352,14.095029585798825,27.14447433883512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,ISODECYL ACRYLATE,5.07,3.712200000000003,63.69600000000005,10.12805136879936,10.12805136879936,5.956795678960467,5.956795678960467,4.321910389168651,4.321910389168651,2.3367996194338088,2.3367996194338088,1.4166645967802733,1.4166645967802733,212.177630008,0.7692307692307693,-0.79,14.21,9.753174390773562,11.13480754151516,93.70402069795527,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,9,0,0,0,0,0
309,ISODECYL ALCOHOL,3.71,2.975300000000002,49.62580000000003,7.974311332995418,7.974311332995418,4.879176594859953,4.879176594859953,3.673895735428511,3.673895735428511,1.939588297429976,1.939588297429976,1.194719342526169,1.194719342526169,158.167065324,1.0,-0.04,10.96,8.060401606425705,9.960000000000003,70.81796380959506,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,7,0,0,0,0,0
310,ALLYL ISOTHIOCYANATE,2.15,1.2752,30.089999999999993,3.3470257175265417,4.163522298454268,1.5604552899264743,1.9687035803903372,0.7206502963558149,0.9032244821908703,0.28493626022789853,0.414035705101479,0.10181752206178676,0.17635312131177974,99.01427016,0.25,-0.4600000000000001,5.54,4.54,3.54,42.39857707190012,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,2,0,0,0,0,0
311,ISOPENTANE,2.72,2.0524,25.12899999999999,4.284457050376173,4.284457050376173,2.270055610029662,2.270055610029662,1.8020951405812147,1.8020951405812147,0.816496580927726,0.816496580927726,0.0,0.0,72.093900384,1.0,0.0,5.0,2.25,4.0,34.19901948541598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
312,ISOPHORONE,1.7,2.3218000000000005,41.77900000000002,6.899812122026583,6.899812122026583,3.6956879767946527,3.6956879767946527,3.9747700334108904,3.9747700334108904,1.817563682992036,1.817563682992036,1.6658930126061133,1.6658930126061133,138.104465068,0.6666666666666666,-0.5900000000000001,7.516269925611053,2.2238446727901677,1.693077005206639,62.1248758573327,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
313,ISOPRENE,2.42,1.7485,25.01099999999999,3.4915638315627207,3.4915638315627207,1.5504768156519497,1.5504768156519497,1.0504768156519497,1.0504768156519497,0.34846171252933794,0.34846171252933794,0.0,0.0,68.062600256,0.2,-0.52,4.480000000000002,1.7673563218390813,3.4800000000000026,32.81981342104747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
314,ALLYL CHLOROFORMATE,0.98,1.5478,27.397999999999993,3.686024885499674,4.441953831518129,1.702402242491016,2.080366715500243,0.8373160518543113,1.1459227517784951,0.3146645011889684,0.42377344630696456,0.12444329538830318,0.1874373742231744,119.99780708,0.25,-0.5,6.5,3.6818181818181817,5.5,46.72280789526743,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,2,0,0,0,0,0
315,ALLYL BROMIDE,1.79,1.5673,23.990999999999993,2.369528304571948,3.9555248436866517,1.0837578228401505,2.205226730586553,0.4429784845569048,1.090458860332086,0.10910894511799618,0.5669467095138407,0.0,0.0,119.95746226,0.3333333333333333,0.21999999999999997,4.22,3.2199999999999998,2.2199999999999993,34.64707983007987,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
316,2-BROMOPROPANE,2.14,1.7897,24.06299999999999,2.955314742198853,4.541311281313557,1.372918428615244,2.2885939574069334,1.0137860496616107,2.845137107244989,0.0,0.0,0.0,0.0,121.973112324,1.0,0.48,4.480000000000002,1.7673563218390813,23.57722222222224,35.33668286226413,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
317,ISOPROPYL ETHER,1.52,1.8197999999999999,31.356999999999978,5.562948828843115,5.562948828843115,2.780805597549535,2.780805597549535,2.2335923434492697,2.2335923434492697,0.5443310539518176,0.5443310539518176,0.5443310539518176,0.5443310539518176,102.104465068,1.0,-0.04,6.96,3.026851631655436,5.960000000000001,45.677506829319455,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0
318,ISOPROPYL MERCAPTAN,1.7,1.3246,24.12199999999999,3.0245638646895836,3.9189910556894993,1.412899428126413,1.9292972076207353,1.0937480486839481,2.126543607672593,0.0,0.0,0.0,0.0,76.034671256,1.0,0.35,4.349999999999999,1.6485074626865663,34.96224489795917,32.62420192002449,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
319,Isopropyl myristate,7.17,5.639100000000005,82.30600000000007,13.379128224355926,13.379128224355926,8.359311261018451,8.359311261018451,5.824148294039298,5.824148294039298,3.35160234728316,3.35160234728316,2.2553684063009842,2.2553684063009842,270.255880328,0.9411764705882353,-0.53,18.470000000000002,13.891409452809675,15.412970033646573,119.85339218772594,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,13,0,0,0,0,0
320,ADIPONITRILE,-0.32,1.59396,29.69399999999999,4.7228543157461065,4.7228543157461065,2.6543203766865053,2.6543203766865053,1.5233345472033852,1.5233345472033852,0.8271601883432526,0.8271601883432526,0.40811388300841883,0.40811388300841883,108.06874825599999,0.6666666666666666,-1.02,6.980000000000001,5.980000000000001,4.980000000000001,49.34912096275002,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,3,0,0,0,0,0
321,3-METHYLBUTANAL,1.23,1.2314,25.518999999999988,4.270055610029662,4.270055610029662,2.2068993797024934,2.2068993797024934,1.7962157771795344,1.7962157771795344,0.5676295656559693,0.5676295656559693,0.1924500897298753,0.1924500897298753,86.07316494,0.8,-0.33,5.670000000000001,2.884132762312634,3.67,38.36054158545974,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0
322,ISOVALERIC ACID,1.16,1.1171,27.090799999999987,4.639918936339995,4.639918936339995,2.344233162418299,2.344233162418299,1.9917095385726369,1.9917095385726369,0.582868716714724,0.582868716714724,0.3492408525017221,0.3492408525017221,102.06807956,0.8,-0.53,6.47,2.610921480426842,5.47,43.15477533765576,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,2,0,0,0,0,0
323,DICOFOL,5.02,5.599500000000002,86.1928,9.9558381140631,13.735482844155378,5.561252390364884,7.451074755411022,4.221955315329212,7.37605930007274,2.934238992828639,4.258684609440004,1.8761752598723573,2.782805245919819,367.909603308,0.14285714285714285,-0.15000000000000002,16.224491773487685,5.920643642072214,3.0370637568559187,141.52894644095858,0,0,0,0,2,0,2,0,0,1,1,6,0,1,1,2,2,0,0,0,0,0
324,ACRIDINE,3.4,3.3880000000000017,59.24900000000002,7.643366018206592,7.643366018206592,4.679264403068837,4.679264403068837,3.373772416373477,3.373772416373477,2.4254163240383058,2.4254163240383058,1.7201022176197245,1.7201022176197245,179.073499288,0.0,-1.8899999999999992,7.507895747746898,2.807968483138859,1.0618574497884705,82.0143801639139,0,0,0,0,2,1,3,0,0,1,0,1,1,1,0,3,0,0,0,0,0,0
325,LINALYL ACETATE,3.93,3.2406000000000024,59.03300000000004,9.59251746286662,9.59251746286662,4.85977267640642,4.85977267640642,3.9305829038085784,3.9305829038085784,2.0020032714809,2.0020032714809,1.1705422913596388,1.1705422913596388,196.14632988,0.5833333333333334,-1.05,12.95,5.6321572115053895,5.570726866304389,86.64947555137437,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,0,5,0,0,0,0,1
326,LINALOOL,2.97,2.6698000000000013,49.485800000000026,7.723234477438853,7.723234477438853,3.9710070384606047,3.9710070384606047,3.381446490300299,3.381446490300299,1.6428131966779373,1.6428131966779373,0.7551266139270119,0.7551266139270119,154.135765196,0.6,-0.56,10.44,4.345263593221741,5.863728813559322,69.43875774522651,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,4,0,0,0,0,1
327,LINDANE,3.72,3.644400000000001,57.846000000000025,5.731888453193118,10.267462129303848,3.3093073414159555,5.927922024247863,2.6665584304161616,5.690274214489982,1.825252513324923,5.85670992092715,1.053810029907185,3.3813730494128427,287.860066272,1.0,1.74,11.812780203784571,4.506208943212113,2.0438996745290456,101.37772780757338,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0
328,ACETYLSALICYLIC ACID,1.19,1.3101,44.71030000000002,6.9813595436500515,6.9813595436500515,3.6174536478673316,3.6174536478673316,2.3949556783206725,2.3949556783206725,1.3711546649445037,1.3711546649445037,0.8871712192374142,0.8871712192374142,180.042258736,0.1111111111111111,-1.8399999999999999,9.249605734767023,3.7092512583454584,2.297415032519928,74.75705264447721,0,0,0,0,1,0,1,0,0,3,1,4,0,4,1,1,2,0,0,0,0,0
329,ACETYL TRIBUTYL CITRATE,4.92,3.0984000000000016,101.33200000000008,17.54416091676293,17.54416091676293,9.988676616804561,9.988676616804561,6.579007408599882,6.579007408599882,3.823823923702234,3.823823923702234,2.265587946602564,2.265587946602564,402.22536804799995,0.8,-2.12,25.88,14.878681172648928,10.890794400404786,166.7734205195677,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,0,15,0,0,0,0,0
330,MALATHION,2.36,2.1218000000000004,77.56500000000004,11.411870531960131,13.939290884815499,5.641032812805861,9.763921050297999,3.1676067752787382,9.782349110058952,1.9104287221824443,7.778141095164589,1.0865660647303352,4.952414779411321,330.036066958,0.8,-0.14,18.859999999999996,9.715029932282086,7.269182491946857,121.96590766908359,0,0,0,0,0,0,0,1,0,8,0,9,0,6,0,0,9,0,0,0,0,1
331,MALEIC ACID,-0.48,-0.28819999999999985,24.411599999999993,3.8656243103068935,3.8656243103068935,1.7661454884867802,1.7661454884867802,1.009808669311066,1.009808669311066,0.3684872953212738,0.3684872953212738,0.1425769809939702,0.1425769809939702,116.01095860800001,0.0,-1.32,6.68,2.7879637132919783,4.68,45.05598604331467,0,0,0,0,0,0,0,0,0,2,2,4,0,4,2,0,2,0,0,0,0,0
332,RONNEL,5.07,4.542900000000002,70.40300000000002,8.368800714762344,12.347511324745351,3.972564717392972,7.662496738111431,2.6003878567966683,6.9709271436935545,1.6321750585212194,5.08245901568079,0.8437947427489728,2.403992789894693,319.899734786,0.25,0.45999999999999985,14.52075334143378,5.873406505713595,3.47422024699636,113.7916498206688,0,0,0,0,1,0,1,0,0,4,0,8,0,3,0,1,4,0,0,0,0,0
333,TRIBUFOS,5.7,6.694400000000005,89.70450000000005,11.44416778803434,14.788084721817434,6.7176424906843035,13.196622129964618,4.007544537596314,15.933307209453119,2.24187580144988,14.78562441576012,1.073875464702548,13.104186510219042,314.09616511400003,1.0,1.28,18.280000000000005,12.320787865222709,10.853664365282969,119.65829813173688,0,0,0,0,0,0,0,0,0,4,0,5,0,1,0,0,12,0,0,0,0,0
334,SACCHARIN,0.91,0.11869999999999997,41.094000000000015,5.942394238613956,6.758890819541683,3.2730560382187543,4.756219285813147,2.430782423040201,4.081606549286133,1.648263738250526,3.0374138089944016,1.1205547209407536,2.2925143191171244,182.99901402,0.0,-1.3599999999999999,7.297762662226473,2.071155482694469,0.8306518805869457,69.26267425643123,0,1,1,1,1,0,1,0,0,3,1,5,1,4,1,2,0,0,0,0,0,0
335,SALICYLIC ACID,2.26,1.0903999999999998,35.066100000000006,5.112076558222283,5.112076558222283,2.728688009921516,2.728688009921516,1.8223016228423563,1.8223016228423563,1.134458362228448,1.134458362228448,0.6544892453505138,0.6544892453505138,138.031694052,0.0,-1.51,6.607785630153122,2.389632707443791,1.0748936229840518,57.54633483832936,0,0,0,0,1,0,1,0,0,2,2,3,0,3,2,1,1,0,0,0,0,0
336,SEC-BUTYL ACETATE,1.72,1.3479999999999999,31.518999999999984,5.6009536313038994,5.6009536313038994,2.836655891699415,2.836655891699415,1.828298261984863,1.828298261984863,0.9420630732918477,0.9420630732918477,0.3666510101688821,0.3666510101688821,116.083729624,0.8333333333333334,-0.53,7.470000000000001,3.4692670369115906,3.6528153564899446,49.83902892936324,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,0,2,0,0,0,0,1
337,SEC-BUTYL ALCOHOL,0.61,0.7771999999999999,21.971799999999995,3.731670645876131,3.731670645876131,1.9509042305871975,1.9509042305871975,1.2572696565099426,1.2572696565099426,0.5908224762989184,0.5908224762989184,0.0,0.0,74.07316494,1.0,-0.04,4.960000000000001,2.212525252525253,3.9600000000000004,32.62831112321538,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1
338,L-SERINE,-3.07,-1.6094000000000002,22.696999999999996,3.6644828010295782,3.6644828010295782,1.7742154673907575,1.7742154673907575,1.127304926118036,1.127304926118036,0.5138937555013049,0.5138937555013049,0.0780926286713828,0.0780926286713828,105.042593084,0.6666666666666666,-0.6100000000000001,6.390000000000001,2.5439940390036266,2.1321150278293133,40.559015558071266,0,0,0,0,0,0,0,1,0,3,3,4,0,4,4,0,2,0,0,0,0,0
339,"2,4,5-TP",3.8,3.4987000000000013,59.197800000000015,7.629654403024244,9.897441241079607,3.9552300002868894,5.089123419314571,2.795056120083783,4.016656500305601,1.6263212573308086,2.6438408887341174,0.835488002940271,1.416859138700199,267.946077124,0.2222222222222222,-0.6400000000000001,12.429637883008356,4.923657697785634,3.1594933383373993,101.50532922507847,0,0,0,0,1,0,1,1,0,2,1,6,0,3,1,1,3,0,0,0,0,1
340,SODIUM BENZOATE,-2.27,-2.945899999999998,30.772499999999994,5.703247926875856,7.703247926875857,2.568931892986823,2.568931892986823,1.6534828823497039,1.6534828823497039,1.0094913287441556,1.0094913287441556,0.5742356160406284,0.5742356160406284,144.01872368000002,0.0,-0.31,9.689999999999998,4.496939508786177,2.5185440606017586,81.1655007088453,0,0,0,0,1,0,1,0,0,2,0,3,0,2,0,1,1,0,0,0,0,0
341,1-OCTANOL,3.0,2.3392000000000013,40.461800000000004,6.396961063805792,6.396961063805792,4.023334547203385,4.023334547203385,2.491373750716347,2.491373750716347,1.5116672736016925,1.5116672736016925,0.8921334847648997,0.8921334847648997,130.135765196,1.0,-0.04,8.960000000000003,7.960000000000003,7.9600000000000035,58.08807958080182,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,6,0,0,0,0,0
342,ANTHRACENE,4.45,3.993000000000002,61.45400000000003,7.77350269189626,7.77350269189626,4.809401076758505,4.809401076758505,3.5465093652269,3.5465093652269,2.61403104906987,2.61403104906987,1.882638631877587,1.882638631877587,178.07825032,0.0,-1.8199999999999994,7.571439103526888,2.8450836230123144,1.080316882093769,82.79473218296737,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
343,BENZOIC ACID,1.87,1.3848,33.4013,4.7422132319119505,4.7422132319119505,2.5884145455048704,2.5884145455048704,1.671177968192922,1.671177968192922,1.0207396434199782,1.0207396434199782,0.5807298335466442,0.5807298335466442,122.036779432,0.0,-1.31,5.820039011703511,2.306763635550358,1.2877050319358112,52.75210108613335,0,0,0,0,1,0,1,0,0,1,1,2,0,2,1,1,1,0,0,0,0,0
344,CARVONE,3.07,2.4879000000000007,46.30200000000003,7.184269172402757,7.184269172402757,3.963326066999694,3.963326066999694,3.293415683440302,3.293415683440302,2.2771000214588746,2.2771000214588746,1.2763993866103889,1.2763993866103889,150.104465068,0.5,-0.8500000000000001,8.248522167487685,3.0354524341669897,1.7934452549147415,67.80021493954504,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
345,Fumaric acid,0.46,-0.28819999999999985,24.411599999999993,3.8656243103068935,3.8656243103068935,1.7661454884867802,1.7661454884867802,1.009808669311066,1.009808669311066,0.3684872953212738,0.3684872953212738,0.1425769809939702,0.1425769809939702,116.01095860800001,0.0,-1.32,6.68,2.7879637132919783,4.68,45.05598604331467,0,0,0,0,0,0,0,0,0,2,2,4,0,4,2,0,2,0,0,0,0,0
346,FURFURYL ALCOHOL,0.28,0.7719,24.630799999999994,3.7946194747192457,3.7946194747192457,2.0649493634990392,2.0649493634990392,1.2374773758177693,1.2374773758177693,0.7359378891141172,0.7359378891141172,0.4025448818005122,0.4025448818005122,98.036779432,0.2,-0.76,4.40025641025641,1.7971563749580297,0.81015270053728,41.38490825016642,0,0,0,0,0,1,1,0,0,2,1,2,1,2,1,1,1,0,0,0,0,0
347,GIBBERELLIC ACID,0.24,1.0270999999999997,85.17340000000003,14.06602117896196,14.06602117896196,8.860878776956856,8.860878776956856,8.936414124534851,8.936414124534851,8.121037466371828,8.121037466371828,7.132061309600346,7.132061309600346,346.14163842399995,0.6842105263157895,-1.6599999999999997,15.583685278823818,4.014630470685709,1.3632118123229282,144.71913794113627,4,1,5,0,0,0,0,8,4,5,3,6,1,6,3,5,1,3,1,4,1,1
348,D-MANNITOL,-3.1,-3.5854000000000004,38.198800000000006,6.406896212131347,6.406896212131347,3.481747671950047,3.481747671950047,2.4810286345909196,2.4810286345909196,1.5124781619578975,1.5124781619578975,0.6712088270938985,0.6712088270938985,182.079038168,1.0,-0.24000000000000002,11.760000000000002,5.413461330448892,3.015404674173516,69.32936411298864,0,0,0,0,0,0,0,4,0,6,6,6,0,6,6,0,5,0,0,0,0,0
349,METHYL VINYL KETONE,0.41,0.7614,20.877999999999993,3.1927053408400363,3.1927053408400363,1.4010475702906073,1.4010475702906073,0.8147745552564339,0.8147745552564339,0.2874574785652648,0.2874574785652648,0.0,0.0,70.041864812,0.25,-0.5900000000000001,4.41,1.7032551319648097,3.410000000000001,31.305996438878882,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
350,ALPHA-PINENE,4.83,2.9987000000000013,43.75200000000002,7.146264369941973,7.146264369941973,4.287693700234704,4.287693700234704,4.49042208974512,4.49042208974512,3.744517165725251,3.744517165725251,2.6590915110650326,2.6590915110650326,136.125200512,0.8,-0.26,6.450201165867344,1.6637425470500236,0.5744620757576451,63.322464718156304,3,0,3,0,0,0,0,2,2,0,0,0,0,0,0,3,0,1,0,1,0,2
351,SALICYLALDEHYDE,1.81,1.2047,33.494299999999996,4.74221323191195,4.74221323191195,2.575334461929934,2.575334461929934,1.6766668552982984,1.6766668552982984,1.0637215700056872,1.0637215700056872,0.5871869415178455,0.5871869415178455,122.036779432,0.0,-1.31,5.820039011703511,2.306763635550358,1.0768191760192187,52.75210108613335,0,0,0,0,1,0,1,0,0,2,1,2,0,2,1,1,1,0,0,0,0,0
352,RESORCINOL,0.8,1.0977999999999999,29.771599999999992,4.203828267758419,4.203828267758419,2.2685808005458763,2.2685808005458763,1.5198521031882708,1.5198521031882708,0.8297374894999839,0.8297374894999839,0.4930306101328478,0.4930306101328478,110.036779432,0.0,-1.1800000000000002,4.966627565982405,1.7381205361963379,0.9041418956093399,47.01987062388899,0,0,0,0,1,0,1,0,0,2,2,2,0,2,2,1,0,0,0,0,0,0
353,PROPYLENEIMINE,0.13,-0.021899999999999975,17.464700000000004,2.784457050376173,2.784457050376173,1.6278270848415755,1.6278270848415755,1.3092958607544707,1.3092958607544707,0.6123724356957945,0.6123724356957945,0.11785113019775793,0.11785113019775793,57.057849223999995,1.0,-0.04,2.212525252525253,0.4622112382934443,0.20616508400292186,26.01316628670158,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1
354,SODIUM DODECYLBENZENESULFONATE,0.45,4.932000000000005,97.17780000000008,14.797919100855609,17.614415681783335,8.61058966353625,10.018837954000116,5.771132465586224,7.386487537236636,3.768255200952572,5.094738883712408,2.4133358294321665,3.377153993536177,349.1813351,0.6666666666666666,0.13000000000000012,23.13,14.471101463743134,11.33259841786313,164.1720556023197,0,0,0,0,1,0,1,0,0,3,0,5,0,3,0,1,13,0,0,0,0,0
355,SODIUM METHANEARSONATE,-3.1,-8.285800000000002,12.3045,4.671958466891547,10.54853487911604,0.9949361530051241,5.169839901875992,0.7713293552551451,4.0079448980137675,0.0,0.0,0.0,0.0,183.909354016,1.0,2.278441558441558,16.131267720245333,6.3992372411724805,62.860309122379284,89.45085105031028,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,0
356,"PENTACHLOROPHENOL, SODIUM SALT",1.3,1.0311999999999997,50.938,6.298070655509998,12.077715385602273,2.6490353277549996,4.538857692801136,1.899035327754999,3.7888576928011366,1.1695264817156885,3.4115981570579925,0.5847632408578441,1.705799078528996,285.8289473,0.0,1.4700000000000002,14.47,5.525462039897027,2.731722259911775,122.15536762881325,0,0,0,0,1,0,1,0,0,1,0,7,0,1,0,1,0,0,0,0,0,0
357,SODIUM TRIDECYLBENZENE SULFONATE,2.52,5.322100000000005,101.79480000000007,15.505025882042156,18.321522462969885,9.110589663536253,10.518837954000116,6.124685856179498,7.74004092782991,4.018255200952572,5.344738883712408,2.590112524728802,3.553930688832814,363.196985164,0.6842105263157895,0.13000000000000012,24.13,15.390008975093503,11.643926054929256,170.53699771671634,0,0,0,0,1,0,1,0,0,3,0,5,0,3,0,1,14,0,0,0,0,0
358,MEVINPHOS,0.13,1.4807,48.48250000000003,8.474053607472763,9.368480798472678,3.644764319617232,5.1053578062976745,2.1817967763702866,3.9890948965454798,1.2253074410870828,2.6313248710109796,0.576665851375608,1.2802191186686125,224.044974766,0.5714285714285714,-0.8400000000000001,13.16,5.799349083423194,4.411323399666699,82.40461437457131,0,0,0,0,0,0,0,0,0,6,0,7,0,6,0,0,5,0,0,0,0,0
359,METHYL BROMIDE,1.19,1.0110999999999999,14.851,1.3779644730092273,2.9639610121239315,0.3779644730092272,1.9639610121239313,0.0,0.0,0.0,0.0,0.0,0.0,93.941812196,1.0,0.48,2.48,1.48,0.5633333333333334,22.606798633470913,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
360,SORBOSE,-1.46,-3.3771999999999998,37.199000000000005,6.2905806379056255,6.2905806379056255,3.328319828825708,3.328319828825708,2.3097783530712084,2.3097783530712084,1.390498550754711,1.390498550754711,0.602409331118024,0.602409331118024,180.063388104,0.8333333333333334,-0.53,11.47,5.175013037303056,2.8388089924448727,68.69665246083639,0,0,0,0,0,0,0,3,0,6,5,6,0,6,5,0,5,0,0,0,0,0
361,METHIOCARB,2.92,2.743540000000001,62.78070000000003,9.379445409770842,10.195941990698568,4.629445409770842,5.854190281162429,3.2298373070865285,4.046333888014255,2.0526404651200103,3.1048393064432527,1.449511909042858,2.2113135900999947,225.08234972,0.36363636363636365,-1.1600000000000001,11.912254335260116,5.071152041326896,2.892220426265408,94.20415323000393,0,0,0,1,1,0,1,0,0,3,1,4,0,3,1,1,2,0,0,0,0,0
362,SUCCINIC ACID,-0.59,-0.06419999999999987,24.505599999999994,4.125137334300737,4.125137334300737,2.0625686671503685,2.0625686671503685,1.2874770864467062,1.2874770864467062,0.5527309429819104,0.5527309429819104,0.2138654714909552,0.2138654714909552,118.02660867200001,0.5,-1.06,6.9399999999999995,3.009687481832753,4.939999999999998,45.74558907549893,0,0,0,0,0,0,0,0,0,2,2,4,0,4,2,0,3,0,0,0,0,0
