,NameOfSubstance,hsdb_log_kow,Crippen_MolLogP,Crippen_MolMR,Chi0n,Chi0v,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,ExactMolWt,FractionCSP3,allKierAlpha,Kappa1,Kappa2,Kappa3,LabuteASA,N_AliphCarbC,N_AliphHetC,N_AliphRing,N_AmideBonds,N_AromCarbC,N_AromHetC,N_AromRing,N_AtomStereoCenters,N_BridgeheadAtoms,N_HBA,N_HBD,N_Heteroatoms,N_Heterocycles,N_LipinskiHBA,N_LipinskiHBD,N_Rings,N_RotatableBonds,N_CarbC,N_SatHetC,N_SatRing,N_SpiroAt,N_UnsAtSterCent
0,NITROGLYCERIN,1.62,-1.0200999999999996,37.76020000000002,7.007439232237363,7.007439232237363,3.2727167830283674,3.2727167830283674,1.9897703395975237,1.9897703395975237,0.9668122281437214,0.9668122281437214,0.5186701494415255,0.5186701494415255,227.00257874,1.0,-2.4,12.6,6.114543066241321,7.944827586206896,80.63081361107673,0,0,0,0,0,0,0,0,0,9,0,12,0,12,0,0,8,0,0,0,0,0
1,ISOLAN,1.65,1.83282,57.06000000000004,9.812837905806852,9.812837905806852,4.867869717261687,4.867869717261687,3.9246709426843704,3.9246709426843704,1.8697994077688023,1.8697994077688023,1.119833743956714,1.119833743956714,211.132076784,0.6,-1.52,11.554183976261127,4.3343148556514555,2.7123425488532313,89.6281323769881,0,0,0,1,0,1,1,0,0,4,0,5,1,5,0,1,2,0,0,0,0,0
2,BENZENE,2.13,1.6866,26.441999999999993,3.464101615137755,3.464101615137755,2.0000000000000004,2.0000000000000004,1.1547005383792521,1.1547005383792521,0.6666666666666671,0.6666666666666671,0.38490017945975075,0.38490017945975075,78.046950192,0.0,-0.78,3.4115708812260532,1.6057694396735218,0.5823992601400448,37.43140311949697,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,CAFFEINE,-0.07,-1.0293,51.19600000000001,8.182701232117184,8.182701232117184,4.107927642957934,4.107927642957934,3.233448965575619,3.233448965575619,2.3165128954882377,2.3165128954882377,1.471179885323762,1.471179885323762,194.08037556,0.375,-1.85,8.73523326923911,2.5679479011227926,0.8757741627139433,79.02895701814933,0,0,0,0,0,2,2,0,0,6,0,6,2,6,0,2,0,0,0,0,0,0
4,CAMPHOR,2.38,2.401700000000001,44.23600000000002,7.606918903213131,7.606918903213131,4.516402641941018,4.516402641941018,4.9166936577690095,4.9166936577690095,4.4827638015220295,4.4827638015220295,2.9014656470740956,2.9014656470740956,152.120115132,0.9,-0.33,7.326147454014241,1.701311022684903,0.6047691790209927,68.17358985038433,2,0,2,0,0,0,0,2,2,1,0,1,0,1,0,2,0,2,0,2,0,2
5,CETYLPYRIDINIUM CHLORIDE,1.71,3.4594000000000005,96.94900000000008,15.318531132255533,16.074460078273987,9.873065660031044,9.873065660031044,6.709513111822233,6.709513111822233,4.547172082578516,4.547172082578516,3.0723105827730084,3.0723105827730084,339.269277896,0.7619047619047619,-0.56,22.44,17.788562695212587,14.746945916667638,150.85318966993395,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,1,15,0,0,0,0,0
6,EPICHLOROHYDRIN,0.45,0.624,20.459999999999994,2.777776595035811,3.5337055410542657,1.6081352178304793,2.142657701655328,1.1096451512235717,1.4182518511477555,0.57447195101505,0.9186779989207847,0.15712846238145198,0.33530262365640157,92.00289246,1.0,0.24999999999999997,3.4404761904761907,1.1492,0.7806122448979592,35.88011555948209,0,1,1,0,0,0,0,1,0,1,0,2,1,1,0,1,1,0,1,1,0,1
7,ACETIC ACID,-0.17,0.09089999999999993,13.309800000000001,2.355461885963821,2.355461885963821,0.9277309429819105,0.9277309429819105,0.5190180358994382,0.5190180358994382,0.0,0.0,0.0,0.0,60.021129368000004,0.5,-0.53,3.4699999999999998,0.8748582995951415,1.1560092559629747,24.059948994465934,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,0,0,0,0,0,0
8,ACETONE,-0.24,0.5952999999999999,16.355,2.908248290463863,2.908248290463863,1.2041241452319316,1.2041241452319316,0.9082482904638631,0.9082482904638631,0.0,0.0,0.0,0.0,58.041864812,0.6666666666666666,-0.33,3.67,1.0445318352059925,6.883957759412302,25.63065735666653,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
9,ACETONITRILE,-0.34,0.52988,11.287,1.9472135954999579,1.9472135954999579,0.7236067977499789,0.7236067977499789,0.22360679774997896,0.22360679774997896,0.0,0.0,0.0,0.0,41.026549096,0.5,-0.51,2.490000000000001,1.4900000000000018,1.489999999999999,19.496772823694872,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
10,Aniline,0.9,1.2688000000000001,30.8544,3.9641016151377544,3.9641016151377544,2.1993587371177727,2.1993587371177727,1.4106836025229597,1.4106836025229597,0.7995724914118484,0.7995724914118484,0.4530389187988476,0.4530389187988476,93.057849224,0.0,-0.9800000000000001,4.18611295681063,1.6461962159398054,0.9290591797144502,42.771293816509676,0,0,0,0,1,0,1,0,0,1,1,1,0,1,2,1,0,0,0,0,0,0
11,ANISOLE,2.11,1.6952,32.99399999999999,4.794999636411992,4.794999636411992,2.5230560382187543,2.5230560382187543,1.5171766748170736,1.5171766748170736,0.9789074255654433,0.9789074255654433,0.5565779913075294,0.5565779913075294,108.057514876,0.14285714285714285,-0.9800000000000001,5.162450142450142,2.3586048594225155,0.9971092570832982,48.90989046340045,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
12,BENZONITRILE,1.56,1.5582799999999999,31.156999999999996,4.3339649414480865,4.3339649414480865,2.384290400272939,2.384290400272939,1.4778288026594286,1.4778288026594286,0.9028885132222203,0.9028885132222203,0.5126884518026671,0.5126884518026671,103.04219916,0.0,-1.29,4.85903129657228,2.13092991566867,0.8545400393598551,48.188924915362286,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
13,BENZYL ALCOHOL,1.1,1.1789,32.364799999999995,4.541071722634634,4.541071722634634,2.5804647591330716,2.5804647591330716,1.643712442661908,1.643712442661908,1.0253988479125442,1.0253988479125442,0.5834198265146368,0.5834198265146368,108.057514876,0.14285714285714285,-0.8200000000000001,5.319275766016713,2.4782287289052554,1.073981896801325,48.59057898608958,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0
14,BROMOBENZENE,2.99,2.4491000000000005,34.142,3.764715818957356,5.3507123580720615,2.0996658390275735,2.8926641085849254,1.2955681594256185,2.211243688217308,0.7331105593517154,1.2617760723899503,0.4146671044330672,0.7198922806969636,155.95746226,0.0,-0.30000000000000004,4.849253731343284,2.123680215888008,1.3161241356046551,51.298950725138326,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
15,N-BUTYL ALCOHOL,0.88,0.7787999999999999,21.993799999999997,3.5685339390596003,3.5685339390596003,2.0233345472033855,2.0233345472033855,1.0771601883432524,1.0771601883432524,0.5116672736016926,0.5116672736016926,0.15811388300841892,0.15811388300841892,74.07316494,1.0,-0.04,4.960000000000001,3.9600000000000004,3.9600000000000004,32.62831112321538,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,2,0,0,0,0,0
16,ISOBUTYL ALCOHOL,0.76,0.6347,21.923799999999996,3.731670645876131,3.731670645876131,1.8791765948599526,1.8791765948599526,1.5764210359524071,1.5764210359524071,0.3651483716701107,0.3651483716701107,0.0,0.0,74.07316494,1.0,-0.04,4.960000000000001,2.212525252525253,3.9600000000000004,32.62831112321538,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
17,T-BUTYL ALCOHOL,0.35,0.7771999999999999,21.971799999999995,3.947213595499958,3.947213595499958,1.723606797749979,1.723606797749979,2.170820393249937,2.170820393249937,0.0,0.0,0.0,0.0,74.07316494,1.0,-0.04,4.960000000000001,0.9767560019818928,9507.96,32.62831112321538,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
18,DIETHYLENE GLYCOL MONOETHYL ETHER,-0.54,0.031799999999999884,34.39779999999999,5.799244082360422,5.799244082360422,3.1780350855826374,3.1780350855826374,1.5329026585044494,1.5329026585044494,0.8117572733750118,0.8117572733750118,0.4288004925479204,0.4288004925479204,134.094294308,1.0,-0.12,8.880000000000003,7.8800000000000034,7.880000000000003,55.58528581102235,0,0,0,0,0,0,0,0,0,3,1,3,0,3,1,0,6,0,0,0,0,0
19,CARBON DISULFIDE,1.94,1.0181,20.189,1.3164965809277263,2.949489742783178,0.4082482904638631,1.224744871391589,0.08333333333333336,0.7499999999999999,0.0,0.0,0.0,0.0,75.944142,0.0,0.22,3.22,2.220000000000001,2.220000000000004,29.456811522239306,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
20,CARBON TETRACHLORIDE,2.83,2.5529,26.143,2.011857892036909,5.035573676110727,0.7559289460184544,2.2677868380553634,0.42857142857142844,3.857142857142857,0.0,0.0,0.0,0.0,151.87541072,1.0,1.16,6.16,1.7418482569208207,38.291985731272305,49.952315935356246,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
21,ETHYLENE GLYCOL MONOETHYL ETHER,-0.32,0.015200000000000047,23.578799999999994,3.9767822295234634,3.9767822295234634,2.100684816393011,2.100684816393011,0.9205302228086549,0.9205302228086549,0.4397488054468656,0.4397488054468656,0.2088872897341967,0.2088872897341967,90.06807956,1.0,-0.08,5.92,4.920000000000001,3.9200000000000004,37.741856352722266,0,0,0,0,0,0,0,0,0,2,1,2,0,2,1,0,3,0,0,0,0,0
22,CHLOROBENZENE,2.84,2.34,31.451999999999998,3.764715818957356,4.520644764975811,2.0996658390275735,2.477630312036801,1.2955681594256185,1.7320039398976033,0.7331105593517154,0.9850868746912003,0.4146671044330672,0.5601456979237288,112.00797784,0.0,-0.49000000000000005,4.663609831029186,1.9871232675119368,1.2036104723218575,47.73466934637863,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23,CHLOROFORM,1.97,1.9864,21.346999999999998,1.7112436882173077,3.9790305262726706,0.6546536707079772,1.9639610121239315,0.24743582965269675,2.226922466874271,0.0,0.0,0.0,0.0,117.91438307199999,1.0,0.8699999999999999,4.87,2.128397932816538,13.25948341920994,39.64904970847457,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
24,"2,4,6-COLLIDINE",1.88,2.00686,38.44800000000001,6.10191413387921,6.10191413387921,3.10191413387921,3.10191413387921,2.42725822376284,2.42725822376284,1.2258226233534328,1.2258226233534328,1.0433638778620766,1.0433638778620766,121.08914935199999,0.375,-0.8500000000000001,6.272699386503069,2.175236783365843,1.5253544209616121,55.7458774436333,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
25,CYCLOHEPTANE,4.0,2.7307000000000015,32.31899999999998,4.949747468305832,4.949747468305832,3.4999999999999996,3.4999999999999996,2.4748737341529154,2.4748737341529154,1.7499999999999996,1.7499999999999996,1.2374368670764575,1.2374368670764575,98.109550448,1.0,0.0,5.142857142857143,3.061224489795918,1.9591836734693877,45.92307256067998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
26,CYCLOHEXANE,3.44,2.3406000000000002,27.701999999999984,4.242640687119285,4.242640687119285,2.9999999999999996,2.9999999999999996,2.121320343559642,2.121320343559642,1.4999999999999996,1.4999999999999996,1.0606601717798207,1.0606601717798207,84.093900384,1.0,0.0,4.166666666666667,2.2222222222222223,1.0,39.55813044628337,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
27,Cyclohexanol,1.23,1.3114,29.091799999999985,4.5600977706223205,4.5600977706223205,3.0746954706748872,3.0746954706748872,2.2918339472343705,2.2918339472343705,1.574695470674887,1.574695470674887,1.0810387176187242,1.0810387176187242,100.088815004,1.0,-0.04,5.10367816091954,2.3141072195146584,1.4750627509406329,44.35236419847938,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0
28,CYCLOPENTANE,3.0,1.9505000000000001,23.084999999999994,3.5355339059327373,3.5355339059327373,2.4999999999999996,2.4999999999999996,1.7677669529663684,1.7677669529663684,1.2499999999999996,1.2499999999999996,0.883883476483184,0.883883476483184,70.07825032,1.0,0.0,3.2,1.44,0.64,33.19318833188676,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
29,n-Decane,5.01,4.147000000000004,48.28400000000003,7.6568542494923815,7.6568542494923815,4.914213562373094,4.914213562373094,3.121320343559642,3.121320343559642,1.9571067811865472,1.9571067811865472,1.207106781186547,1.207106781186547,142.172150704,1.0,0.0,10.0,9.0,8.0,66.02373005739904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
30,"1,1-DICHLOROETHANE",1.79,1.81,21.167999999999992,2.3332792152080803,3.845137107244989,1.0137860496616107,1.8866576106055803,0.518914390356217,2.051614830374045,0.0,0.0,0.0,0.0,97.969005488,1.0,0.58,4.58,1.8593296089385476,19.145992865636153,35.71072559598951,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
31,"1,2-DICHLOROETHANE",1.48,1.464,21.439999999999994,2.1701425083915495,3.682000400428458,1.0345224838248486,2.1035674514745457,0.3779644730092271,1.1338934190276815,0.07142857142857141,0.6428571428571428,0.0,0.0,97.969005488,1.0,0.58,4.58,3.5799999999999996,2.58,35.71072559598951,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
32,DICHLOROMETHANE,1.25,1.4215,16.573,1.463035727205002,2.974893619241911,0.5345224838248487,1.6035674514745462,0.10101525445522105,0.9091372900969896,0.0,0.0,0.0,0.0,83.953355424,1.0,0.58,3.5799999999999996,2.58,2.580000000000001,29.3457834815929,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
33,DIETHYLENE GLYCOL DIETHYL ETHER,0.39,1.076,43.80500000000002,7.467385558510875,7.467385558510875,4.146264369941973,4.146264369941973,2.0062192858131467,2.0062192858131467,1.1522652263201554,1.1522652263201554,0.6264394676062944,0.6264394676062944,162.125594436,1.0,-0.12,10.88,9.88,9.880000000000003,68.63448151712643,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,0,0,0,0,0
34,DIETHYLENE GLYCOL,-1.47,-1.0124,24.99059999999999,4.131102606209969,4.131102606209969,2.2098058012233013,2.2098058012233013,1.0595860311957523,1.0595860311957523,0.4712493204298682,0.4712493204298682,0.23116151748954625,0.23116151748954625,106.06299418,1.0,-0.12,6.880000000000001,5.88,5.88,42.53609010491827,0,0,0,0,0,0,0,0,0,3,2,3,0,3,2,0,4,0,0,0,0,0
35,DIETHYL ETHER,0.89,1.0428000000000002,22.166999999999994,3.822461852836958,3.822461852836958,1.9915638315627207,1.9915638315627207,0.7814744144215573,0.7814744144215573,0.408248290463863,0.408248290463863,0.2041241452319315,0.2041241452319315,74.07316494,1.0,-0.04,4.960000000000001,3.9600000000000004,3.9600000000000004,32.94762260052625,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0
36,ETHYLENE GLYCOL DIETHYL ETHER,0.66,1.0594000000000001,32.98599999999998,5.644923705673916,5.644923705673916,3.068914100752347,3.068914100752347,1.3938468501173518,1.3938468501173518,0.7802567583920093,0.7802567583920093,0.4065262647925708,0.4065262647925708,118.099379688,1.0,-0.08,7.919999999999998,6.92,5.92,50.791052058826345,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,5,0,0,0,0,0
37,DIETHYLENE GLYCOL DIMETHYL ETHER,-0.36,0.29580000000000006,34.57099999999999,6.053171996137779,6.053171996137779,2.9711971193069777,2.9711971193069777,1.5979709953492833,1.5979709953492833,0.8635900917253425,0.8635900917253425,0.38657986948039036,0.38657986948039036,134.094294308,1.0,-0.12,8.880000000000003,7.8800000000000034,7.880000000000003,55.90459728833323,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,6,0,0,0,0,0
38,"1,2-DIMETHOXYETHANE",-0.21,0.2792,23.751999999999992,4.230710143300821,4.230710143300821,1.8938468501173518,1.8938468501173518,0.9855985596534889,0.9855985596534889,0.4915816237971963,0.4915816237971963,0.16666666666666669,0.16666666666666669,90.06807956,1.0,-0.08,5.92,4.920000000000001,3.9200000000000004,38.061167830033135,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,3,0,0,0,0,0
39,"N,N-DIMETHYLACETAMIDE",-0.77,0.09450000000000003,24.36799999999999,4.355461885963821,4.355461885963821,1.8221581339818265,1.8221581339818265,1.413445226899354,1.413445226899354,0.6297877813350133,0.6297877813350133,0.0,0.0,87.068413908,0.75,-0.53,5.469999999999999,1.798837033645378,1.7581844380403455,37.75543314126651,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0
40,"2,2-DIMETHYLBUTANE",3.82,2.442500000000001,29.74599999999998,5.207106781186548,5.207106781186548,2.560660171779821,2.560660171779821,2.914213562373095,2.914213562373095,1.0606601717798212,1.0606601717798212,0.0,0.0,86.109550448,1.0,0.0,6.0,1.6326530612244898,4.0,40.563961599812586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"2,3-DIMETHYLBUTANE",3.42,2.2984,29.675999999999984,5.1547005383792515,5.1547005383792515,2.642734410091837,2.642734410091837,2.4880338717125854,2.4880338717125854,1.3333333333333337,1.3333333333333337,0.0,0.0,86.109550448,1.0,0.0,6.0,2.2222222222222223,2.25,40.563961599812586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,"N,N-DIMETHYLFORMAMIDE",-1.01,-0.2956000000000001,19.750999999999998,3.4328121551534467,3.4328121551534467,1.3883283411425928,1.3883283411425928,1.0690206303332261,1.0690206303332261,0.210818510677892,0.210818510677892,0.0,0.0,73.052763844,0.6666666666666666,-0.53,4.469999999999999,1.7581844380403455,3.469999999999999,31.390491026869903,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0
43,"2,6-LUTIDINE",1.68,1.69844,33.71099999999999,5.179264403068835,5.179264403068835,2.691230531356251,2.691230531356251,1.9203495763749432,1.9203495763749432,1.0275608641867544,1.0275608641867544,0.6793351513682908,0.6793351513682908,107.073499288,0.2857142857142857,-0.8500000000000001,5.2898601398601395,1.94826211591866,1.0594030875809968,49.380935329236685,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
44,DIMETHYL SULFOXIDE,-1.35,-0.005299999999999971,19.990399999999998,2.8164965809277263,3.632993161855452,0.9831632475943929,2.949489742783178,0.7415816237971965,2.224744871391589,0.0,0.0,0.0,0.0,78.013935812,1.0,0.14999999999999997,4.150000000000002,1.4674603174603182,126.37222222222238,28.478447345802074,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
45,"1,4-DIOXANE",-0.27,0.03320000000000001,21.637999999999995,3.644923705673916,3.644923705673916,2.1547005383792515,2.1547005383792515,1.2247448713915892,1.2247448713915892,0.7440169358562925,0.7440169358562925,0.4398264056274473,0.4398264056274473,88.052429496,1.0,-0.08,4.088918918918919,2.157216946676406,0.9536924762600438,37.055336676503906,0,1,1,0,0,0,0,0,0,2,0,2,1,2,0,1,0,0,1,1,0,0
46,ETHANOL,-0.31,-0.0014000000000000123,12.759800000000002,2.1543203766865053,2.1543203766865053,1.0233345472033855,1.0233345472033855,0.3162277660168379,0.3162277660168379,0.0,0.0,0.0,0.0,46.041864812,1.0,-0.04,2.9600000000000004,1.96,1.9600000000000033,19.89842689442217,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
47,ETHYL ACETATE,0.73,0.5694,22.30699999999999,4.023603362114273,4.023603362114273,1.9040302062452235,1.9040302062452235,0.9245943256894159,0.9245943256894159,0.3476006996936919,0.3476006996936919,0.20326313239628543,0.20326313239628543,88.052429496,0.75,-0.53,5.469999999999999,2.693713646532438,3.4699999999999998,37.10914470057002,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,0,0
48,ETHYLBENZENE,3.15,2.2490000000000006,35.82,5.093858127134677,5.093858127134677,2.971343774302781,2.971343774302781,1.839151950246763,1.839151950246763,1.251072952541352,1.251072952541352,0.7137128315712066,0.7137128315712066,106.07825032,0.25,-0.78,5.358504155124653,2.50834780755501,1.0935372033822537,50.16128734829017,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
49,FORMAMIDE,-1.51,-0.8985000000000001,10.2514,1.5629488288431148,1.5629488288431148,0.5690355937288494,0.5690355937288494,0.1360827634879544,0.1360827634879544,0.0,0.0,0.0,0.0,45.021463716,0.0,-0.53,2.4699999999999993,1.4699999999999982,1.4700000000000009,18.240663824886028,0,0,0,1,0,0,0,0,0,1,1,2,0,2,2,0,0,0,0,0,0,0
50,Furan,1.34,1.2796,18.707999999999995,2.717649367222366,2.717649367222366,1.4714045207910322,1.4714045207910322,0.7931484699236139,0.7931484699236139,0.42538079163846576,0.42538079163846576,0.22680460581325737,0.22680460581325737,68.026214748,0.0,-0.7200000000000001,2.5136448598130845,0.9307991964363703,0.29336361254258025,30.2257323835738,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
51,n-Heptane,4.66,2.976700000000002,34.432999999999986,5.535533905932738,5.535533905932738,3.414213562373095,3.414213562373095,2.060660171779821,2.060660171779821,1.2071067811865472,1.2071067811865472,0.6767766952966366,0.6767766952966366,100.12520051199999,1.0,0.0,7.0,6.0,6.0,46.92890371420919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
52,N-HEXANE,3.9,2.5866000000000007,29.81599999999998,4.82842712474619,4.82842712474619,2.914213562373095,2.914213562373095,1.707106781186547,1.707106781186547,0.9571067811865472,0.9571067811865472,0.49999999999999983,0.49999999999999983,86.109550448,1.0,0.0,6.0,5.0,4.0,40.563961599812586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
53,"1,3,5-TRIMETHYLBENZENE",3.42,2.611860000000001,40.65300000000001,6.232050807568878,6.232050807568878,3.2320508075688776,3.2320508075688776,2.665063509461097,2.665063509461097,1.366025403784439,1.366025403784439,1.202350269189626,1.202350269189626,120.093900384,0.3333333333333333,-0.78,6.341654501216546,2.218872016802184,1.5627607309331124,56.526229462686786,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,METHANOL,-0.77,-0.3915,8.1428,1.4472135954999579,1.4472135954999579,0.4472135954999579,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,32.026214748,1.0,-0.04,1.96,0.9600000000000016,-27.040000000000028,13.533484780025564,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
55,N-METHYLACETAMIDE,-1.05,-0.24770000000000003,19.740699999999997,3.408248290463863,3.408248290463863,1.4541241452319316,1.4541241452319316,0.8061862178478973,0.8061862178478973,0.3520620726159658,0.3520620726159658,0.0,0.0,73.052763844,0.6666666666666666,-0.53,4.469999999999999,1.7581844380403455,3.469999999999999,31.18051954027457,0,0,0,1,0,0,0,0,0,1,1,2,0,2,1,0,0,0,0,0,0,0
56,METHYL ACETATE,0.18,0.17930000000000001,17.689999999999998,3.3164965809277263,3.3164965809277263,1.3164965809277263,1.3164965809277263,0.695705769029128,0.695705769029128,0.2874574785652649,0.2874574785652649,0.0,0.0,74.036779432,0.6666666666666666,-0.53,4.469999999999999,1.7581844380403455,3.469999999999999,30.74420258617341,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0
57,DIETHYLENE GLYCOL MONOMETHYL ETHER,-1.18,-0.3583,29.780799999999985,5.092137301173874,5.092137301173874,2.5905014602651395,2.5905014602651395,1.3287785132725178,1.3287785132725178,0.6674197060776054,0.6674197060776054,0.3088706934849683,0.3088706934849683,120.078644244,1.0,-0.12,7.880000000000001,6.880000000000001,5.88,49.22034369662575,0,0,0,0,0,0,0,0,0,3,1,3,0,3,1,0,5,0,0,0,0,0
58,2-METHOXYETHANOL,-0.77,-0.37489999999999996,18.9618,3.269675448336916,3.269675448336916,1.5131511910755138,1.5131511910755138,0.7164060775767234,0.7164060775767234,0.2954112381494592,0.2954112381494592,0.09128709291752768,0.09128709291752768,76.052429496,1.0,-0.08,4.920000000000001,3.9200000000000004,3.92,31.37691423832566,0,0,0,0,0,0,0,0,0,2,1,2,0,2,1,0,2,0,0,0,0,0
59,METHYLCYCLOHEXANE,3.61,2.5866000000000007,32.24899999999998,5.112884175122364,5.112884175122364,3.393846850117352,3.393846850117352,2.743182156491985,2.743182156491985,1.8938468501173518,1.8938468501173518,1.3067128222475317,1.3067128222475317,98.109550448,1.0,0.0,5.142857142857143,2.34375,1.5,45.92307256067996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
60,METHYL ETHYL KETONE,0.29,0.9854,20.971999999999994,3.6153550716504106,3.6153550716504106,1.7647843170117528,1.7647843170117528,1.0555684937158853,1.0555684937158853,0.49789095789068016,0.49789095789068016,0.0,0.0,72.057514876,0.75,-0.33,4.67,1.9424795640326975,3.67,31.995599471063137,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
61,N-METHYLFORMAMIDE,-0.97,-0.6378000000000001,15.123700000000001,2.485598559653489,2.485598559653489,1.0243773949903288,1.0243773949903288,0.40652626479257087,0.40652626479257087,0.11785113019775795,0.11785113019775795,0.0,0.0,59.03711378,0.5,-0.53,3.4699999999999998,2.4699999999999993,1.4699999999999982,24.81557742587796,0,0,0,1,0,0,0,0,0,1,1,2,0,2,1,0,1,0,0,0,0,0
62,2-METHYLPYRIDINE,1.11,1.39002,28.973999999999993,4.256614672258461,4.256614672258461,2.2704808220919537,2.2704808220919537,1.4711188667183566,1.4711188667183566,0.8127753618486622,0.8127753618486622,0.4481391923352558,0.4481391923352558,93.057849224,0.16666666666666666,-0.8500000000000001,4.31260162601626,1.7349674800723753,0.9995769964301435,43.01599321484009,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
63,Morpholine,-0.86,-0.3938000000000001,23.688699999999994,3.736675415210053,3.736675415210053,2.284457050376173,2.284457050376173,1.3623724356957945,1.3623724356957945,0.846352670420018,0.846352670420018,0.5157372072107785,0.5157372072107785,87.068413908,1.0,-0.08,4.088918918918919,2.157216946676406,0.9536924762600438,37.49165363060507,0,1,1,0,0,0,0,0,0,2,1,2,1,2,1,1,0,0,1,1,0,0
64,NEOPENTYL ALCOHOL,1.31,1.0248,26.54079999999999,4.654320376686506,4.654320376686506,2.1697811566101115,2.1697811566101115,2.7187740547882404,2.7187740547882404,0.47434164902525683,0.47434164902525683,0.0,0.0,88.088815004,1.0,-0.04,5.959999999999999,1.6056599286563615,3.9600000000000004,38.99325323761199,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
65,NITROBENZENE,1.85,1.5948,33.0964,4.650461522375814,4.650461522375814,2.4994387719430495,2.4994387719430495,1.5926589440218357,1.5926589440218357,0.967012110859851,0.967012110859851,0.5497102281601604,0.5497102281601604,123.0320284,0.0,-1.38,5.751233595800525,2.2593342006647616,1.2528322001978998,52.08437884199676,0,0,0,0,1,0,1,0,0,2,0,3,0,3,0,1,1,0,0,0,0,0
